Success Deviation,Success Accuracy,Failure Deviation,Failure Accuracy
18,0.8145127028634548,21.0,0.775426969156258
24,0.8032118276828958,,
15,0.8399184297731328,18.0,0.774492310306738
15,0.8315065001274535,18.0,0.7603874585776191
9,0.8725465205200102,12.0,0.7322627241057014
12,0.8747557141643301,15.0,0.7980287195173762
21,0.8106041294927352,24.0,0.7868977823094571
24,0.8425524683490526,,
15,0.8174016483983346,18.0,0.7721131786897782
9,0.8496048942136121,12.0,0.7320927861330614
18,0.8094145636842552,21.0,0.7591978927691393
15,0.8100943155748151,18.0,0.737445832271221
15,0.8102642535474551,18.0,0.761492055399779
12,0.8544481264338516,15.0,0.7767864729373779
24,0.9278613306143257,,
15,0.8293822754694536,18.0,0.7857931854872972
12,0.8393236468688928,15.0,0.7648908148525788
24,0.8788342255076897,,
12,0.8825728609057694,15.0,0.7957345568867363
12,0.8565723510918515,15.0,0.7729628685529781
18,0.824539043249214,21.0,0.7814597671849774
24,0.8188461211657745,,
9,0.9086583397060073,12.0,0.7834140538703374
9,0.8641345908743309,12.0,0.7472172656980203
24,0.8238592913586541,,
12,0.8531735916390517,15.0,0.788597162035857
24,0.8063556801767355,,
9,0.8062707111904155,12.0,0.737870677202821
12,0.8494349562409721,15.0,0.7555442263573796
18,0.8046563004503356,21.0,0.7603024895912992
9,0.8693176990398505,12.0,0.774492310306738
24,0.8845271475911293,,
12,0.8194409040700145,15.0,0.7401648398334608
24,0.8824029229331294,,
24,0.8577619169003314,,
18,0.8362647633613731,21.0,0.7926756733792166
12,0.8329509728948934,15.0,0.7447531650947404
12,0.8476506075282522,15.0,0.7562239782479395
12,0.8971875265528082,15.0,0.7988784093805761
9,0.8671934743818506,12.0,0.7803551703628175
6,0.9280312685869657,9.0,0.7263998640496219
9,0.8233494774407342,12.0,0.7347268247089812
15,0.825303764126094,18.0,0.7655705667431387
15,0.8295522134420936,18.0,0.7795054804996177
24,0.825388733112414,,
12,0.8466309796924123,15.0,0.7733877134845781
24,0.9297306483133656,,
15,0.824199167303934,18.0,0.7611521794544991
15,0.8100943155748151,18.0,0.7548644744668196
15,0.8159571756308948,18.0,0.7439884442178605
12,0.8216500977143343,15.0,0.7477270796159402
18,0.8037216416008157,21.0,0.7601325516186592
18,0.8344804146486532,21.0,0.799983006202736
12,0.8660039085733707,15.0,0.788427224063217
12,0.8650692497238508,15.0,0.7937802702013765
15,0.8106041294927352,18.0,0.7366811113943411
18,0.8292123374968137,21.0,0.7954796499277763
18,0.8164669895488147,21.0,0.7689693261959385
12,0.8442518480754525,15.0,0.7928456113518566
12,0.8346503526212933,15.0,0.74985130427394
18,0.8218200356869743,21.0,0.7843487127198573
12,0.862095335202651,15.0,0.7730478375392982
12,0.8407681196363327,15.0,0.7768714419236978
15,0.811963633273855,18.0,0.7454329169853003
12,0.87458577619169,15.0,0.7976038745857762
18,0.8028719517376157,21.0,0.763106466139859
15,0.8089897187526552,18.0,0.7518055909592999
21,0.8202056249468944,24.0,0.7964992777636163
15,0.8140878579318549,18.0,0.7700739230180984
12,0.8078001529441754,15.0,0.7537598776446597
12,0.8627750870932109,15.0,0.7891919449400968
12,0.8437420341575325,15.0,0.7693941711275385
24,0.8160421446172147,,
21,0.8056759282861755,24.0,0.775257031183618
18,0.8154473617129747,21.0,0.7538448466309797
15,0.8433171892259326,18.0,0.7817146741439375
6,0.9465545076047243,9.0,0.7790806355680177
24,0.8462061347608123,,
18,0.8322712210043334,21.0,0.7929305803381765
24,0.8382190500467329,,
18,0.8070354320672954,21.0,0.7541847225762597
24,0.8029569207239358,,
21,0.8159571756308948,24.0,0.7798453564448976
15,0.8191859971110544,18.0,0.7661653496473787
15,0.836774577279293,18.0,0.7891919449400968
24,0.8571671339960915,,
12,0.8366046393066531,15.0,0.737785708216501
15,0.8427224063216926,18.0,0.7973489676268162
12,0.8450165689523323,15.0,0.761831931345059
15,0.8036366726144957,18.0,0.7484918004928202
21,0.8055059903135355,24.0,0.7796754184722576
12,0.8541082504885716,15.0,0.7796754184722576
18,0.8152774237403347,21.0,0.7716883337581782
9,0.8853768374543292,12.0,0.7954796499277763
12,0.8231795394680942,15.0,0.7435635992862605
21,0.8158722066445747,24.0,0.7958195258730564
15,0.8219050046732942,18.0,0.7664202566063387
15,0.8100943155748151,18.0,0.7346418557226613
6,0.9532670575240038,9.0,0.7895318208853769
24,0.8280227716883337,,
