Success Deviation,Success Accuracy,Failure Deviation,Failure Accuracy
2,0.9430333333333333,3,0.7624666666666666
2,0.9169666666666667,3,0.6942
3,0.8294666666666667,4,0.6745166666666667
2,0.9351666666666667,3,0.7796833333333333
2,0.9300833333333334,3,0.6606166666666666
2,0.9303333333333333,3,0.7476666666666667
2,0.9512666666666667,3,0.7508333333333334
2,0.9444,3,0.742
2,0.9547666666666667,3,0.78645
2,0.94145,3,0.7626833333333334
2,0.9329333333333333,3,0.7504833333333333
2,0.9485833333333333,3,0.7885833333333333
2,0.9172,3,0.6773833333333333
2,0.9311166666666667,3,0.7073333333333334
3,0.8511,4,0.64095
2,0.9274,3,0.7213166666666667
3,0.8373333333333334,4,0.5861666666666666
2,0.9316,3,0.7348166666666667
2,0.8724,3,0.59535
2,0.9113833333333333,3,0.7310666666666666
3,0.8017,4,0.5438166666666666
2,0.9451833333333334,3,0.7983
2,0.94815,3,0.7205
2,0.9106333333333333,3,0.70095
2,0.9398166666666666,3,0.6989833333333333
2,0.9301666666666667,3,0.7496166666666667
2,0.9465666666666667,3,0.7960333333333334
3,0.8054833333333333,4,0.5711166666666667
3,0.89655,4,0.70415
2,0.9383666666666667,3,0.79315
2,0.88075,3,0.63735
3,0.80235,4,0.5554833333333333
3,0.8690833333333333,4,0.7175666666666667
2,0.9564333333333334,3,0.7898
2,0.9203833333333333,3,0.6669333333333334
2,0.9461833333333334,3,0.7577833333333334
2,0.9415833333333333,3,0.7713833333333333
2,0.92305,3,0.73485
3,0.8260666666666666,4,0.5619666666666666
3,0.82305,4,0.6224333333333333
2,0.9300833333333334,3,0.7543833333333333
2,0.9480333333333333,3,0.7873666666666667
2,0.9169333333333334,3,0.6818333333333333
2,0.94765,3,0.7498
2,0.92555,3,0.6382
2,0.9300666666666667,3,0.7001
2,0.94735,3,0.7675333333333333
2,0.9052666666666667,3,0.6676333333333333
2,0.9456,3,0.7978
2,0.8977,3,0.6436833333333334
2,0.8980166666666667,3,0.6633166666666667
3,0.8365666666666667,4,0.64025
2,0.9491666666666667,3,0.7473
2,0.9394666666666667,3,0.7927166666666666
2,0.9304833333333333,3,0.7472166666666666
2,0.9428166666666666,3,0.77525
2,0.9392166666666667,3,0.7658333333333334
2,0.9104666666666666,3,0.6398833333333334
2,0.915,3,0.7411166666666666
2,0.9140166666666667,3,0.69465
3,0.8116,4,0.6063166666666666
2,0.9285666666666667,3,0.7506666666666667
2,0.9368333333333333,3,0.72895
2,0.9359666666666666,3,0.7648833333333334
3,0.8438166666666667,4,0.6545166666666666
2,0.9106,3,0.6639
2,0.9193,3,0.6611666666666667
2,0.8939666666666667,3,0.6074833333333334
3,0.8053833333333333,4,0.5917333333333333
2,0.94565,3,0.77285
2,0.9421166666666667,3,0.75195
3,0.8133,4,0.5972333333333333
2,0.9419,3,0.7137
2,0.93155,3,0.7685833333333333
2,0.9177333333333333,3,0.7354333333333334
2,0.9559,3,0.7578333333333334
2,0.91625,3,0.7397833333333333
3,0.8085333333333333,4,0.5559166666666666
2,0.89415,3,0.64005
2,0.9237333333333333,3,0.6902
2,0.9221833333333334,3,0.7243
2,0.9325,3,0.7051333333333333
3,0.8009833333333334,4,0.6035833333333334
2,0.91855,3,0.70915
3,0.8423,4,0.5814833333333334
2,0.9457666666666666,3,0.7844333333333333
2,0.9419666666666666,3,0.7845666666666666
2,0.94595,3,0.7508666666666667
2,0.9475,3,0.7961833333333334
3,0.8255333333333333,4,0.5935833333333334
3,0.8002666666666667,4,0.6050166666666666
2,0.9437333333333333,3,0.76365
2,0.9492,3,0.79485
2,0.92065,3,0.7147
2,0.8705166666666667,3,0.6455333333333333
2,0.9260666666666667,3,0.7070833333333333
3,0.8743,4,0.6783166666666667
2,0.94625,3,0.7985833333333333
2,0.9306,3,0.6913166666666667
2,0.9529833333333333,3,0.7744666666666666
