Success Deviation,Success Accuracy,Failure Deviation,Failure Accuracy
3,0.9779579427413225,6.0,0.742504856008783
3,0.9223883117979901,6.0,0.5936998564310447
3,0.9746643020015201,6.0,0.7649691749007685
6,0.8436787433493793,9.0,0.7428426653154294
3,0.9506798412296259,6.0,0.6807702052191538
6,0.8853137403935478,9.0,0.7908115868592179
6,0.8430875770627481,9.0,0.7352419559158855
9,0.812515834811249,12.0,0.7666582214340005
6,0.810826788278017,9.0,0.6887931762520058
6,0.830250823410185,9.0,0.7432649269487375
3,0.944768178363314,6.0,0.6936069588717169
9,0.8278861582636602,12.0,0.7766235959800692
9,0.8223123047039946,12.0,0.7838020437463052
3,0.8893674520733046,6.0,0.5406637952875601
6,0.8780508403006503,9.0,0.7597331306477494
3,0.8775441263406807,6.0,0.5480956000337809
3,0.9840385102609577,6.0,0.7365087408158095
3,0.9799847985812009,6.0,0.706865974157588
6,0.810826788278017,9.0,0.7116797567772992
3,0.9734819694282577,6.0,0.7536525631281141
9,0.8262815640570897,12.0,0.788700278692678
3,0.9789713706612617,6.0,0.6243560510092053
6,0.8059285533316443,9.0,0.7039945950510936
6,0.8906342369732286,9.0,0.79038932522591
6,0.8828646229203615,9.0,0.7803394983531796
6,0.8795709821805591,9.0,0.79672324972553
6,0.8808377670804831,9.0,0.7838020437463052
9,0.8095600033780931,12.0,0.7631112237142134
3,0.9503420319229795,6.0,0.687273034372097
6,0.8760239844607719,9.0,0.7686006249472173
3,0.9710328519550714,6.0,0.7571151085212398
18,0.8046617684317203,21.0,0.7891225403259859
3,0.9235706443712525,6.0,0.5627903048728993
3,0.9690904484418545,6.0,0.5730934887256144
3,0.9451904399966219,6.0,0.6328012836753653
6,0.8772907693606958,9.0,0.7641246516341526
3,0.9754243729414745,6.0,0.6480871548011148
9,0.801790389325226,12.0,0.7457984967485854
3,0.9712017566083946,6.0,0.5754581538721392
3,0.9744953973481969,6.0,0.7915716577991724
3,0.9760999915547673,6.0,0.7328772907693607
3,0.8683388227345663,6.0,0.5617768769529601
24,0.8443543619626721,,
3,0.9501731272696563,6.0,0.5366100836078034
3,0.980407060214509,6.0,0.7893758973059708
6,0.858711257495144,9.0,0.7603242969343805
6,0.8476480027024744,9.0,0.7616755341609661
3,0.9663879739886834,6.0,0.6875263913520817
18,0.8041550544717507,21.0,0.792922895025758
3,0.9453593446499451,6.0,0.6108436787433493
6,0.8407229119162233,9.0,0.7468119246685246
3,0.8182585930242379,6.0,0.5394814627142978
3,0.9772823241280297,6.0,0.7935985136390508
3,0.9763533485347521,6.0,0.7556794189679926
6,0.888438476480027,9.0,0.7872645891394308
3,0.9533823156827971,6.0,0.5860991470315007
3,0.9017819440925597,6.0,0.5619457816062833
3,0.934211637530614,6.0,0.6116882020099653
3,0.9676547588886074,6.0,0.7767925006333924
3,0.9742420403682122,6.0,0.6374461616417533
6,0.8803310531205135,9.0,0.7829575204796893
6,0.85322185626214,9.0,0.7658136981673845
6,0.8259437547504433,9.0,0.711088590490668
12,0.8092221940714467,15.0,0.7812684739464573
9,0.8129380964445571,12.0,0.7772147622667005
3,0.9651211890887594,6.0,0.7402246431889199
6,0.8925766404864454,9.0,0.7962165357655604
3,0.9581960983025082,6.0,0.616417532303015
3,0.9364073980238156,6.0,0.6921712693184697
3,0.9303268305041804,6.0,0.5589899501731272
3,0.9815893927877714,6.0,0.7795794274132253
6,0.8164850941643442,9.0,0.7072037834642344
3,0.9341271852039523,6.0,0.6279030487289925
3,0.9638544041888354,6.0,0.6192889114095094
6,0.8598935900684064,9.0,0.7575373701545478
3,0.9466261295498691,6.0,0.6726627818596402
3,0.9697660670551473,6.0,0.7478253525884638
6,0.8550798074486952,9.0,0.7949497508656364
3,0.9750021113081665,6.0,0.7749345494468373
6,0.8524617853221856,9.0,0.7313571488894519
6,0.8347267967232497,9.0,0.6978295752047969
3,0.9607296681023563,6.0,0.5968245925175238
9,0.8173296174309602,12.0,0.7631956760408749
9,0.8039861498184275,12.0,0.7324550291360526
3,0.9648678321087746,6.0,0.7791571657799172
6,0.8110801452580019,9.0,0.7281479604763111
3,0.9201925513047885,6.0,0.6811080145258002
3,0.9560003378093066,6.0,0.6952115530782873
6,0.8191031162908539,9.0,0.6866818680854657
3,0.9054978464656701,6.0,0.6615150747403091
6,0.8354024153365425,9.0,0.7244320581032008
3,0.9737353264082426,6.0,0.7193649185035048
3,0.9767756101680601,6.0,0.7424204036821215
3,0.9780423950679841,6.0,0.7768769529600541
3,0.974917658981505,6.0,0.7603242969343805
12,0.8281395152436449,15.0,0.797567772992146
3,0.9763533485347521,6.0,0.703487881091124
3,0.9511021028629338,6.0,0.6641330968668187
6,0.8555865214086648,9.0,0.7176758719702728
3,0.9576893843425386,6.0,0.6976606705514737
