Success Deviation,Success Accuracy,Failure Deviation,Failure Accuracy
9,0.8309087797364367,12.0,0.6565976381995551
12,0.8400650350847167,15.0,0.7729762108505904
24,0.8044668834502824,,
9,0.8347595413315078,12.0,0.6929659421530036
21,0.8049803183296252,24.0,0.7775971247646757
18,0.8098579496833819,21.0,0.7800787266814992
15,0.8228649666267328,18.0,0.7654458326202294
24,0.8758343316789321,,
12,0.8469964059558446,15.0,0.7829026185178847
21,0.8097723772034914,24.0,0.7816190313195276
15,0.808060927605682,18.0,0.7723772034913572
12,0.8588909806606195,15.0,0.7906897141879171
24,0.8567516686633578,,
9,0.8204689371897997,12.0,0.7156426493239774
6,0.9286325517713503,9.0,0.7061441040561356
9,0.855125791545439,12.0,0.7618517884648297
9,0.9094643162758856,12.0,0.7988190997775115
15,0.8115693992811912,18.0,0.780592161560842
24,0.8189286325517714,,
18,0.8053226082491871,21.0,0.7733185007701523
6,0.960978949169947,9.0,0.7985623823378402
6,0.9423241485538251,9.0,0.6562553482799931
12,0.8041245935307205,15.0,0.7132466198870443
15,0.8096868047236009,18.0,0.7666438473386958
9,0.8616293000171145,12.0,0.7880369673113127
15,0.823806263905528,18.0,0.7759712476467568
15,0.8244908437446518,18.0,0.7685264418962862
6,0.9353072052028067,9.0,0.750727366079069
9,0.8991956186890296,12.0,0.7879513948314222
18,0.8231216840664043,21.0,0.7935136060243025
18,0.8026698613725826,21.0,0.7709224713332192
15,0.8378401506075646,18.0,0.7983056648981688
15,0.8304809173369845,18.0,0.7682697244566148
18,0.8097723772034914,21.0,0.789919561868903
12,0.8152490159164812,15.0,0.7491870614410405
18,0.8164470306349478,21.0,0.7810200239602944
6,0.845969536197159,9.0,0.5386787609104912
18,0.8186719151120999,21.0,0.7761423926065377
9,0.8573506760225912,12.0,0.7682697244566148
24,0.8137087112784529,,
18,0.8127674139996577,21.0,0.7895772719493411
18,0.8274858805408181,21.0,0.7972787951394832
21,0.8173027554338524,24.0,0.7945404757829881
24,0.8529864795481773,,
24,0.8112271093616293,,
15,0.8006161218552114,18.0,0.7390039363340749
18,0.8247475611843231,21.0,0.7942837583433168
12,0.8220948143077187,15.0,0.7714359062125621
12,0.8437446517200069,15.0,0.7745165154886189
24,0.8413486222830737,,
12,0.8167037480746192,15.0,0.7710936162930002
24,0.8595755604997433,,
24,0.8987677562895773,,
9,0.818500770152319,12.0,0.69596097894917
21,0.8036967311312682,24.0,0.7796508642820469
9,0.8102858120828341,12.0,0.7010097552627075
12,0.8479377032346398,15.0,0.7645901078213246
12,0.8207256546294711,15.0,0.7694677391750813
24,0.8531576245079583,,
15,0.8240629813451994,18.0,0.7958240629813452
21,0.8123395516002053,24.0,0.7885504021906555
12,0.8611158651377717,15.0,0.7959952079411261
12,0.8522163272291631,15.0,0.7982200924182783
18,0.8153345883963717,21.0,0.785897655314051
15,0.8315933595755605,18.0,0.7826459010782133
15,0.8336470990929317,18.0,0.7817046037994181
24,0.8064350504877631,,
12,0.8345028238918364,15.0,0.7840150607564608
24,0.8121684066404244,,
15,0.8354441211706315,18.0,0.7953962005818929
18,0.815933595755605,21.0,0.7829881909977752
6,0.9252096525757316,9.0,0.7746020879685094
15,0.8218380968680472,18.0,0.7852130754749272
15,0.8049803183296252,18.0,0.7569741571110731
24,0.8457983912373781,,
15,0.8455416737977066,18.0,0.7997603970563066
12,0.8194420674311141,15.0,0.7342118774602088
24,0.815933595755605,,
18,0.8160191682354955,21.0,0.7785384220434708
24,0.8339893890124935,,
24,0.8818244052712647,,
9,0.8634263220948143,12.0,0.7821324661988704
15,0.8444292315591306,18.0,0.789919561868903
15,0.8242341263049803,18.0,0.7832449084374465
21,0.8196132123908951,24.0,0.7932568885846312
15,0.8084032175252439,18.0,0.750556221119288
12,0.8378401506075646,15.0,0.7680130070169433
24,0.8084887900051343,,
21,0.8110559644018484,24.0,0.7864966626732842
24,0.839380455245593,,
21,0.8013007016943351,24.0,0.7759712476467568
15,0.8267157282218038,18.0,0.7797364367619374
15,0.8018997090535683,18.0,0.7617662159849392
12,0.8540133493068629,15.0,0.7935136060243025
24,0.8192709224713333,,
12,0.8013862741742256,15.0,0.7055450966969022
6,0.9162245421872326,9.0,0.7674139996577101
24,0.8364709909293171,,
18,0.8220092418278282,21.0,0.7906897141879171
15,0.8330480917336984,18.0,0.7944549033030978
