Success Deviation,Success Accuracy,Failure Deviation,Failure Accuracy
2,0.8652833333333333,3,0.57
2,0.8806833333333334,3,0.6302166666666666
2,0.8006333333333333,3,0.4299
2,0.8341333333333333,3,0.5517
2,0.88645,3,0.5781666666666667
2,0.8771666666666667,3,0.52195
2,0.8794833333333333,3,0.5570166666666667
2,0.8769166666666667,3,0.5615666666666667
2,0.8684833333333334,3,0.5546166666666666
2,0.8061333333333334,3,0.5012833333333333
2,0.8816833333333334,3,0.47951666666666665
2,0.8139,3,0.45425
2,0.8856,3,0.5553333333333333
2,0.8963166666666667,3,0.63055
2,0.8093666666666667,3,0.45385
2,0.8474,3,0.5588166666666666
1,0.9787833333333333,2,0.7794166666666666
2,0.85255,3,0.5023166666666666
2,0.88475,3,0.5883
2,0.8462,3,0.49305
2,0.8787833333333334,3,0.49816666666666665
2,0.86975,3,0.6251166666666667
2,0.8760333333333333,3,0.5809666666666666
2,0.86135,3,0.59315
2,0.8495833333333334,3,0.5291666666666667
2,0.90085,3,0.6612333333333333
2,0.8577,3,0.53075
2,0.8421,3,0.46673333333333333
2,0.89855,3,0.6454833333333333
2,0.9036833333333333,3,0.6195833333333334
2,0.8547,3,0.5311166666666667
2,0.8400333333333333,3,0.5666333333333333
2,0.8998833333333334,3,0.62865
2,0.8758,3,0.5716666666666667
2,0.8646333333333334,3,0.5037
1,0.9826833333333334,2,0.7860666666666667
2,0.9013,3,0.6107833333333333
2,0.8747,3,0.558
2,0.8734666666666666,3,0.5015333333333334
2,0.9323833333333333,3,0.6904333333333333
2,0.8313166666666667,3,0.5614166666666667
2,0.83005,3,0.49025
2,0.9126166666666666,3,0.6343833333333333
2,0.8497166666666667,3,0.5006
2,0.8183,3,0.4635
2,0.8744,3,0.549
2,0.80835,3,0.49943333333333334
2,0.8571666666666666,3,0.46066666666666667
2,0.9118833333333334,3,0.6707333333333333
2,0.8773,3,0.5792
2,0.85465,3,0.5736
2,0.8060833333333334,3,0.48081666666666667
2,0.8648,3,0.5444833333333333
2,0.8536,3,0.4577833333333333
2,0.88905,3,0.58775
2,0.86775,3,0.5557833333333333
2,0.907,3,0.6040666666666666
2,0.91925,3,0.65085
2,0.90455,3,0.6761333333333334
2,0.84435,3,0.5144333333333333
2,0.8984333333333333,3,0.6413833333333333
2,0.8299333333333333,3,0.5469333333333334
2,0.8148833333333333,3,0.48983333333333334
2,0.8627,3,0.6031666666666666
2,0.8887333333333334,3,0.62265
1,0.98385,2,0.7768666666666667
2,0.8425,3,0.5471
2,0.8806,3,0.5515
1,0.9760666666666666,2,0.7927666666666666
2,0.92925,3,0.70895
2,0.9064166666666666,3,0.67725
2,0.8640333333333333,3,0.5339833333333334
2,0.9120166666666667,3,0.6617166666666666
1,0.9812833333333333,2,0.72595
2,0.8933166666666666,3,0.64855
2,0.8558,3,0.5357
2,0.8648,3,0.5696833333333333
2,0.8486333333333334,3,0.50105
2,0.8641833333333333,3,0.58015
2,0.8527333333333333,3,0.5437
2,0.86535,3,0.5426666666666666
2,0.8579,3,0.5348666666666667
2,0.81955,3,0.4844
2,0.9216166666666666,3,0.66095
1,0.9723666666666667,2,0.77925
2,0.8772833333333333,3,0.5789333333333333
2,0.84195,3,0.55235
2,0.86135,3,0.5247
2,0.8862,3,0.6326666666666667
2,0.88225,3,0.5804666666666667
1,0.9752833333333333,2,0.7076333333333333
2,0.8968333333333334,3,0.6491833333333333
2,0.8733833333333333,3,0.5987166666666667
2,0.8131333333333334,3,0.4624666666666667
2,0.82155,3,0.37935
2,0.86775,3,0.57355
2,0.92755,3,0.6812833333333334
2,0.8955833333333333,3,0.5308166666666667
2,0.8096833333333333,3,0.5920666666666666
2,0.8865333333333333,3,0.57535
