Success Deviation,Success Accuracy,Failure Deviation,Failure Accuracy
6,0.9078813559322034,9.0,0.7550847457627119
12,0.8196610169491525,15.0,0.7488135593220339
9,0.8717796610169491,12.0,0.7728813559322034
12,0.8260169491525424,15.0,0.7717796610169492
6,0.8888135593220339,9.0,0.7447457627118644
12,0.8160169491525424,15.0,0.7411016949152542
6,0.9012711864406779,9.0,0.7752542372881356
12,0.8122033898305084,15.0,0.745
18,0.8255084745762712,21.0,0.7899152542372881
12,0.8027118644067797,15.0,0.7309322033898306
18,0.8235593220338983,21.0,0.790593220338983
12,0.8210169491525424,15.0,0.7576271186440678
6,0.9196610169491526,9.0,0.761864406779661
24,0.8497457627118644,,
9,0.8114406779661016,12.0,0.7372033898305085
3,0.965,6.0,0.7924576271186441
6,0.9284745762711865,9.0,0.7872033898305085
12,0.8063559322033899,15.0,0.7566101694915254
9,0.8305084745762712,12.0,0.7269491525423729
9,0.8654237288135593,12.0,0.7699152542372881
12,0.8084745762711865,15.0,0.7450847457627119
15,0.8067796610169492,18.0,0.7633898305084745
15,0.8175423728813559,18.0,0.7680508474576271
12,0.8130508474576271,15.0,0.7404237288135593
9,0.8706779661016949,12.0,0.7672881355932203
12,0.8378813559322034,15.0,0.7641525423728813
6,0.8764406779661017,9.0,0.7499152542372881
15,0.8224576271186441,18.0,0.7788135593220339
6,0.9180508474576271,9.0,0.7716949152542373
9,0.8446610169491525,12.0,0.757542372881356
9,0.8683898305084746,12.0,0.7811016949152543
15,0.811271186440678,18.0,0.7733898305084745
12,0.8111864406779661,15.0,0.7651694915254237
18,0.8121186440677967,21.0,0.7744915254237288
15,0.8189830508474576,18.0,0.7800847457627119
9,0.8670338983050847,12.0,0.7994067796610169
6,0.8967796610169492,9.0,0.7726271186440677
18,0.8119491525423729,21.0,0.7841525423728813
9,0.8645762711864406,12.0,0.7595762711864407
6,0.8333050847457627,9.0,0.6844915254237288
12,0.8487288135593221,15.0,0.7772033898305085
9,0.8610169491525423,12.0,0.7863559322033898
15,0.8195762711864407,18.0,0.7855084745762712
15,0.8338135593220339,18.0,0.795677966101695
21,0.8038135593220339,24.0,0.7783898305084745
6,0.9078813559322034,9.0,0.773135593220339
18,0.8142372881355933,21.0,0.7883050847457627
15,0.8175423728813559,18.0,0.7796610169491526
12,0.8164406779661016,15.0,0.7507627118644068
9,0.8561864406779661,12.0,0.7512711864406779
9,0.8435593220338983,12.0,0.7572033898305085
12,0.8204237288135593,15.0,0.7464406779661017
3,0.9744915254237289,6.0,0.7672881355932203
6,0.9346610169491525,9.0,0.7829661016949152
15,0.8016949152542373,18.0,0.7710169491525424
15,0.8194915254237288,18.0,0.7838135593220339
12,0.8208474576271186,15.0,0.7719491525423728
18,0.8061864406779661,21.0,0.7746610169491526
12,0.8004237288135593,15.0,0.7266101694915255
12,0.8064406779661017,15.0,0.7479661016949153
12,0.8477966101694915,15.0,0.7990677966101695
12,0.8454237288135593,15.0,0.7822881355932203
24,0.8538983050847457,,
12,0.8072033898305084,15.0,0.7283898305084746
18,0.8213559322033899,21.0,0.7983898305084746
9,0.823728813559322,12.0,0.707457627118644
6,0.9076271186440678,9.0,0.764406779661017
12,0.8316949152542373,15.0,0.7545762711864407
6,0.8521186440677966,9.0,0.6974576271186441
15,0.8183898305084746,18.0,0.7816101694915254
18,0.8213559322033899,21.0,0.7949152542372881
12,0.8394915254237288,15.0,0.7917796610169492
6,0.9116101694915254,9.0,0.7983898305084746
12,0.8126271186440678,15.0,0.7535593220338983
12,0.8402542372881356,15.0,0.7758474576271186
24,0.8406779661016949,,
9,0.8430508474576272,12.0,0.735593220338983
9,0.8146610169491525,12.0,0.7065254237288136
12,0.865,15.0,0.7965254237288135
18,0.8109322033898305,21.0,0.7851694915254237
6,0.8432203389830508,9.0,0.6938135593220339
9,0.8475423728813559,12.0,0.7671186440677966
6,0.8912711864406779,9.0,0.7503389830508475
15,0.8079661016949152,18.0,0.7798305084745762
12,0.8402542372881356,15.0,0.7933898305084746
3,0.9675423728813559,6.0,0.7566101694915254
6,0.9240677966101695,9.0,0.7672033898305085
15,0.815677966101695,18.0,0.7848305084745762
6,0.9022033898305085,9.0,0.765
9,0.8726271186440678,12.0,0.7709322033898305
24,0.8470338983050848,,
9,0.879406779661017,12.0,0.7903389830508475
15,0.8099152542372882,18.0,0.76
15,0.8398305084745763,18.0,0.7993220338983051
9,0.8169491525423729,12.0,0.7409322033898305
9,0.8492372881355932,12.0,0.7423728813559322
9,0.8327966101694916,12.0,0.7133898305084746
15,0.810677966101695,18.0,0.7616101694915254
18,0.8122033898305084,21.0,0.7735593220338983
21,0.8053389830508475,24.0,0.7778813559322034
