Success Deviation,Success Accuracy,Failure Deviation,Failure Accuracy
6,0.9430508474576271,9.0,0.7890677966101695
12,0.8197457627118644,15.0,0.7478813559322034
15,0.813135593220339,18.0,0.7698305084745762
18,0.8099152542372882,21.0,0.7786440677966102
9,0.903728813559322,12.0,0.795
18,0.8017796610169492,21.0,0.7708474576271186
6,0.8869491525423728,9.0,0.6755084745762712
15,0.825,18.0,0.7861864406779661
9,0.8744915254237288,12.0,0.783728813559322
6,0.9297457627118644,9.0,0.7579661016949153
12,0.8316949152542373,15.0,0.791271186440678
15,0.8139830508474576,18.0,0.7772033898305085
9,0.8577118644067797,12.0,0.7711016949152543
9,0.885593220338983,12.0,0.792542372881356
9,0.8202542372881356,12.0,0.7272033898305085
6,0.9190677966101695,9.0,0.7514406779661017
15,0.8005932203389831,18.0,0.7483898305084746
9,0.837457627118644,12.0,0.7476271186440678
6,0.9220338983050848,9.0,0.7326271186440678
15,0.8273728813559322,18.0,0.7794067796610169
15,0.8280508474576271,18.0,0.7894067796610169
12,0.8415254237288136,15.0,0.7740677966101694
24,0.8455932203389831,,
21,0.8065254237288135,24.0,0.7808474576271186
9,0.8464406779661017,12.0,0.7550847457627119
9,0.8147457627118644,12.0,0.6980508474576271
9,0.8683898305084746,12.0,0.7597457627118644
15,0.8245762711864407,18.0,0.7803389830508475
9,0.8728813559322034,12.0,0.7790677966101694
9,0.8003389830508475,12.0,0.7038135593220339
9,0.8977966101694915,12.0,0.7992372881355932
15,0.8427118644067797,18.0,0.7997457627118644
9,0.804322033898305,12.0,0.7191525423728814
6,0.9133898305084746,9.0,0.7376271186440678
24,0.8794915254237288,,
12,0.8401694915254238,15.0,0.7650847457627119
9,0.8888983050847458,12.0,0.7879661016949152
24,0.8892372881355932,,
18,0.827457627118644,21.0,0.7999152542372882
12,0.8295762711864407,15.0,0.7728813559322034
24,0.8256779661016949,,
15,0.8157627118644067,18.0,0.7815254237288135
15,0.8420338983050848,18.0,0.7945762711864407
12,0.8235593220338983,15.0,0.7441525423728813
6,0.873135593220339,9.0,0.6816101694915254
12,0.851271186440678,15.0,0.792542372881356
24,0.8213559322033899,,
12,0.8458474576271187,15.0,0.7833898305084745
9,0.8061864406779661,12.0,0.69
15,0.8198305084745763,18.0,0.7757627118644068
9,0.8389830508474576,12.0,0.7477118644067796
6,0.9291525423728814,9.0,0.7877118644067796
24,0.8207627118644067,,
12,0.8486440677966102,15.0,0.7829661016949152
24,0.8552542372881355,,
9,0.8469491525423729,12.0,0.7542372881355932
9,0.8383898305084746,12.0,0.7363559322033898
12,0.8270338983050848,15.0,0.765
12,0.8427966101694915,15.0,0.7889830508474577
12,0.8058474576271186,15.0,0.7267796610169491
24,0.837457627118644,,
6,0.8955084745762711,9.0,0.7229661016949153
9,0.8061016949152542,12.0,0.7095762711864407
12,0.8766101694915254,15.0,0.7983050847457627
15,0.8422033898305085,18.0,0.7922881355932203
9,0.8744915254237288,12.0,0.7894915254237288
12,0.8121186440677967,15.0,0.7242372881355932
15,0.8151694915254237,18.0,0.7726271186440677
15,0.820677966101695,18.0,0.7796610169491526
24,0.8203389830508474,,
15,0.814322033898305,18.0,0.7774576271186441
9,0.8282203389830508,12.0,0.7239830508474576
9,0.8269491525423729,12.0,0.7255084745762712
9,0.8774576271186441,12.0,0.7930508474576271
9,0.8714406779661017,12.0,0.7944067796610169
15,0.8259322033898305,18.0,0.7876271186440678
24,0.8209322033898305,,
12,0.8470338983050848,15.0,0.7880508474576271
15,0.8265254237288135,18.0,0.7903389830508475
12,0.8014406779661017,15.0,0.7167796610169491
15,0.8054237288135593,18.0,0.7613559322033898
18,0.8064406779661017,21.0,0.7667796610169492
21,0.8077966101694916,24.0,0.7840677966101695
9,0.8328813559322034,12.0,0.7083898305084746
12,0.8537288135593221,15.0,0.7877118644067796
24,0.8685593220338983,,
9,0.8182203389830508,12.0,0.7195762711864406
9,0.8671186440677966,12.0,0.7942372881355932
9,0.8750847457627119,12.0,0.778135593220339
12,0.836271186440678,15.0,0.7716101694915254
12,0.8495762711864406,15.0,0.7966949152542373
9,0.8360169491525423,12.0,0.7278813559322034
9,0.8847457627118644,12.0,0.7822033898305085
12,0.8307627118644068,15.0,0.7762711864406779
9,0.8267796610169491,12.0,0.7383898305084746
15,0.8227118644067797,18.0,0.7818644067796611
24,0.8204237288135593,,
6,0.9173728813559322,9.0,0.7547457627118644
21,0.8195762711864407,24.0,0.7960169491525424
9,0.827457627118644,12.0,0.7343220338983051
