Success Deviation,Success Accuracy,Failure Deviation,Failure Accuracy
18,0.8260700691369534,21.0,0.7929775499106657
9,0.8552008078924882,12.0,0.7323079313291385
12,0.8479763846811155,15.0,0.7629923094849685
24,0.9035966752116834,,
9,0.8772624873766799,12.0,0.7569331158238173
21,0.8191563738056397,24.0,0.7927445040006215
15,0.8275460265672338,18.0,0.772857919676843
9,0.8983919832206945,12.0,0.7984152878116989
9,0.8852637302882002,12.0,0.7955410549211528
9,0.820710013205935,12.0,0.7786063854579353
12,0.8332168103783112,15.0,0.7635360832750718
21,0.8099122193738834,24.0,0.7932882777907247
15,0.817447370465315,18.0,0.7817136642585256
6,0.9189777052746058,9.0,0.7111007535151092
18,0.8190010098656102,21.0,0.7856754447292783
24,0.8062611667831896,,
9,0.800668064942127,12.0,0.7640798570651752
24,0.9060048162821409,,
3,0.9905227996581993,6.0,0.7389885807504079
9,0.9007224423211373,12.0,0.7910355006602967
9,0.922784121805329,12.0,0.7622154897848209
15,0.8025324322224812,18.0,0.7591082109842305
15,0.8225743804862892,18.0,0.7592635749242601
24,0.8075040783034257,,
15,0.8216421968461121,18.0,0.7734016934669463
15,0.8057173929930863,18.0,0.7341722986094927
6,0.9323390041171444,9.0,0.7035656024236775
24,0.8104559931639866,,
9,0.9161034723840596,12.0,0.781558300318496
9,0.8721354773557057,12.0,0.6943214479919211
21,0.8107667210440457,24.0,0.7804707527382895
12,0.8634350967140527,15.0,0.7928998679406509
15,0.8486755224112483,18.0,0.7961625106812709
9,0.8176027344053445,12.0,0.6790957818690282
6,0.9571972345218674,9.0,0.7701390507263264
24,0.8324399906781635,,
24,0.8233512001864367,,
18,0.8031538879825992,21.0,0.7902586809601492
12,0.833915948108444,15.0,0.758020663404024
6,0.8915559698593957,9.0,0.6564903285947331
15,0.8519381651518683,18.0,0.7907247727802377
6,0.9281441777363474,9.0,0.639089567311427
6,0.924415443175639,9.0,0.7868406742794998
24,0.8747766643362076,,
9,0.8210984230560087,12.0,0.7556125223335663
15,0.8095238095238095,18.0,0.7672648178357803
15,0.8055620290530567,18.0,0.7557678862735959
24,0.9018099899013439,,
12,0.8619591392837722,15.0,0.7961625106812709
15,0.8333721743183408,18.0,0.7707605064864445
12,0.811621222714208,15.0,0.7344830264895518
6,0.9487298997902587,9.0,0.7974831041715218
18,0.8253709314068205,21.0,0.7921230482405034
15,0.8107667210440457,18.0,0.7612833061446438
6,0.9317175483570264,9.0,0.7918123203604444
6,0.9300862269867164,9.0,0.7204225899168802
9,0.8329837644682669,12.0,0.7226753670473083
18,0.8073487143633963,21.0,0.7653227685854114
18,0.8231181542763925,21.0,0.7782179756078614
18,0.8266915248970714,21.0,0.7985706517517285
12,0.8562883554726948,15.0,0.7861415365493669
12,0.8453351977006137,15.0,0.7497086926124447
24,0.8409073254097724,,
21,0.811931950594267,24.0,0.7911131826303115
9,0.8709702478054844,12.0,0.7735570574069759
9,0.800978792822186,12.0,0.6825914705196924
9,0.878194671016857,12.0,0.7480773712421347
9,0.8569098112328128,12.0,0.7314534296589762
15,0.8259923871669386,18.0,0.7800046609182009
12,0.8712032937155286,15.0,0.7774411559077138
6,0.9459333488697274,9.0,0.7729356016468578
9,0.8626582770139051,12.0,0.7915792744504001
24,0.8728346150858386,,
12,0.8510836634817059,15.0,0.7988813796317875
18,0.8085916258836324,21.0,0.768663093296046
15,0.8527926668220306,18.0,0.799036743571817
6,0.8524042569719568,9.0,0.7394546725704964
15,0.8432377845102151,18.0,0.7763536083275072
12,0.8296434397576322,15.0,0.7762759263574924
15,0.800668064942127,18.0,0.7527382894430202
9,0.8990911209508273,12.0,0.7257826458478988
9,0.8586964965431524,12.0,0.7552241124834925
12,0.8543463062223258,15.0,0.7968616484114037
24,0.8028431601025402,,
18,0.8070379864833372,21.0,0.7766643362075663
15,0.8107667210440457,18.0,0.7702167326963412
21,0.8151169113648722,24.0,0.7857531266992931
9,0.8793599005670784,12.0,0.7828012118387322
24,0.9095781869028199,,
15,0.8037753437427173,18.0,0.7550687485434631
9,0.8743882544861338,12.0,0.7758875165074186
18,0.8086693078536472,21.0,0.7772857919676843
24,0.9432144799192107,,
9,0.8264584789870271,12.0,0.7397654004505554
21,0.8188456459255806,24.0,0.799347471451876
12,0.8238172920065253,15.0,0.7620601258447914
9,0.8022217043424221,12.0,0.6081721432455527
6,0.9460887128097568,9.0,0.7991144255418318
12,0.8389652761594034,15.0,0.7622154897848209
6,0.9061601802221705,9.0,0.6723374504777441
