Success Deviation,Success Accuracy,Failure Deviation,Failure Accuracy
15,0.8283588471735226,18.0,0.7976567176943471
9,0.8566663815958265,12.0,0.7882493799709228
6,0.9303857008466604,9.0,0.7641323868981442
9,0.8316086547507056,12.0,0.7155563157444625
24,0.8102283417429231,,
9,0.8730864619858034,12.0,0.7693491832720432
12,0.824681433336184,15.0,0.752758060378004
6,0.909689557855127,9.0,0.7761053621825024
15,0.8129650218079193,18.0,0.7746515008979732
9,0.8625673479859746,12.0,0.7550671341828444
18,0.8139057555802617,21.0,0.7773881809629692
24,0.8575215941161378,,
6,0.820063285726503,9.0,0.6179765671769435
15,0.8351150260839819,18.0,0.7975711964423159
18,0.8275891559052424,21.0,0.7863679124262379
15,0.837851706148978,18.0,0.7967159839220046
12,0.833917728555546,15.0,0.766013854442829
12,0.8154451381168221,15.0,0.7331736936628752
12,0.8061233216454289,15.0,0.7466860514837937
24,0.8428119387667835,,
24,0.8203198494825964,,
9,0.8119387667835457,12.0,0.6928931839562131
6,0.9167878217737108,9.0,0.7710596083126657
21,0.8056101941332421,24.0,0.7759343196784401
9,0.865560591807064,12.0,0.7431796801505174
9,0.8347729410758573,12.0,0.7544684854186265
9,0.8933549987171813,12.0,0.7819208073206192
12,0.8460617463439665,15.0,0.7853416574018643
18,0.8223723595313436,21.0,0.7942358676131018
9,0.8569229453519199,12.0,0.7095698281022834
12,0.8308389634824254,15.0,0.7443769776789532
9,0.8063798854015223,12.0,0.7136748481997777
18,0.8142478405883862,21.0,0.7832036261010861
15,0.8212605832549389,18.0,0.7855982211579577
12,0.8120242880355768,15.0,0.7400153938253656
9,0.8093731292226118,12.0,0.7359103737278714
18,0.8084323954502693,21.0,0.7814932010604635
18,0.8074061404258959,21.0,0.7853416574018643
18,0.8085179167023006,21.0,0.7849995723937399
12,0.8038997690926195,15.0,0.7406995638416146
24,0.8247669545882151,,
6,0.9570683314803728,9.0,0.688189515094501
9,0.847772171384589,12.0,0.7431796801505174
15,0.8162148293851021,18.0,0.7826049773368682
24,0.8133071068160438,,
12,0.8284443684255538,15.0,0.7820063285726503
12,0.8077482254340204,15.0,0.7517318053536304
15,0.8075771829299581,18.0,0.7533567091422219
9,0.8735140682459591,12.0,0.7720003420850081
15,0.8251945608483708,18.0,0.766013854442829
6,0.9593774052852134,9.0,0.7859403061660822
12,0.8408449499700675,15.0,0.7908150175318567
6,0.945266398700077,9.0,0.737706320020525
15,0.8157017018729155,18.0,0.763362695629864
12,0.8064654066535534,15.0,0.7359103737278714
9,0.8789874283759515,12.0,0.7684084494997007
12,0.840502864961943,15.0,0.7601984093047123
12,0.8136491918241683,15.0,0.7595997605404943
12,0.8335756435474215,15.0,0.7780723509792183
6,0.9251689044727615,9.0,0.7979988027024716
21,0.8092020867185495,24.0,0.7826904985888994
12,0.8472590438724023,15.0,0.7902163687676388
9,0.8689814418883093,12.0,0.7352262037116223
6,0.8483708201488069,9.0,0.6551783118104849
12,0.8448644488155307,15.0,0.7933806550927905
6,0.9401351235782092,9.0,0.7890190712392029
12,0.8284443684255538,15.0,0.7519883691097238
9,0.8637646455144103,12.0,0.7898742837595142
18,0.8014196527837167,21.0,0.7660993756948602
21,0.8033011203284016,24.0,0.7770460959548448
15,0.8056101941332421,18.0,0.7533567091422219
21,0.8175831694176002,24.0,0.7962028564098178
24,0.8186949456940049,,
12,0.8242538270760283,15.0,0.7397588300692722
15,0.8052681091251176,18.0,0.7678098007354828
6,0.8948088600017104,9.0,0.7332592149149063
12,0.8059522791413666,15.0,0.719832378346019
15,0.8027879928162148,18.0,0.7519028478576927
12,0.8517916702300522,15.0,0.7852561361498333
15,0.830582399726332,18.0,0.7733686821175062
12,0.8678696656119046,15.0,0.7958607714016933
24,0.8192080732061917,,
21,0.8018472590438724,24.0,0.7796972547678098
15,0.8075771829299581,18.0,0.7596852817925255
12,0.8060378003933978,15.0,0.7287265885572565
12,0.8514495852219276,15.0,0.7970580689301291
24,0.8013341315316856,,
12,0.8023603865560592,15.0,0.7555802616950312
9,0.8805268109125117,12.0,0.7899598050115454
9,0.8812965021807919,12.0,0.7846574873856154
6,0.9348328059522791,9.0,0.7591721542803387
9,0.8134781493201061,12.0,0.7347985974514667
15,0.8274181134011802,18.0,0.7800393397759343
18,0.8338322073035149,21.0,0.794321388865133
21,0.8163003506371334,24.0,0.7926109638245104
12,0.8552980415633284,15.0,0.7788420422474985
6,0.9146497904729325,9.0,0.7825194560848371
15,0.8018472590438724,18.0,0.7714872145728213
12,0.8471735226203712,15.0,0.7904729325237322
9,0.8473445651244335,12.0,0.7483964765244163
