Success Deviation,Success Accuracy,Failure Deviation,Failure Accuracy
2,0.82545,3,0.55425
2,0.8487666666666667,3,0.5500166666666667
2,0.8446666666666667,3,0.4678333333333333
2,0.8200666666666667,3,0.5403666666666667
2,0.8601,3,0.5201833333333333
2,0.8705,3,0.6188833333333333
2,0.86485,3,0.5412833333333333
2,0.8837,3,0.6061833333333333
2,0.9109166666666667,3,0.6810833333333334
1,0.98195,2,0.7977166666666666
2,0.9022666666666667,3,0.6208
2,0.8791166666666667,3,0.6357166666666667
2,0.8477333333333333,3,0.5081833333333333
2,0.8515333333333334,3,0.48341666666666666
2,0.8815833333333334,3,0.5811333333333333
2,0.8900833333333333,3,0.55795
2,0.8737833333333334,3,0.5521
2,0.9016833333333333,3,0.6223166666666666
2,0.8036833333333333,3,0.4356
1,0.9762166666666666,2,0.7830666666666667
2,0.8256,3,0.5083666666666666
2,0.8949333333333334,3,0.6170166666666667
2,0.8257166666666667,3,0.5343833333333333
2,0.8948166666666667,3,0.5756333333333333
2,0.8628,3,0.5282333333333333
2,0.8746833333333334,3,0.5463
2,0.8573166666666666,3,0.5162333333333333
2,0.8336666666666667,3,0.5285
2,0.9021333333333333,3,0.6171333333333333
2,0.8522,3,0.51765
2,0.9021333333333333,3,0.6027333333333333
2,0.8504333333333334,3,0.5065
1,0.9801666666666666,2,0.7866833333333333
2,0.8481333333333333,3,0.5326166666666666
2,0.8506833333333333,3,0.52175
2,0.8708666666666667,3,0.6152333333333333
1,0.9795333333333334,2,0.75875
2,0.84635,3,0.5476833333333333
2,0.8965833333333333,3,0.6108
2,0.8662833333333333,3,0.52975
2,0.8121166666666667,3,0.5301
2,0.8237833333333333,3,0.5803833333333334
2,0.9222333333333333,3,0.6966666666666667
2,0.8839833333333333,3,0.5958833333333333
2,0.828,3,0.4605
2,0.9041666666666667,3,0.6621166666666667
2,0.8482333333333333,3,0.48338333333333333
2,0.8941666666666667,3,0.56745
2,0.8939833333333334,3,0.6055166666666667
1,0.9818666666666667,2,0.79195
2,0.8852333333333333,3,0.6403333333333333
1,0.9805,2,0.7990333333333334
2,0.86075,3,0.45565
2,0.8746166666666667,3,0.6185166666666667
2,0.8870166666666667,3,0.4739833333333333
2,0.8926833333333334,3,0.6016
2,0.86785,3,0.47988333333333333
2,0.8213666666666667,3,0.366
1,0.98545,2,0.77825
2,0.8815,3,0.5771
2,0.83025,3,0.4795
2,0.86065,3,0.5845666666666667
2,0.8856833333333334,3,0.5301166666666667
2,0.8377833333333333,3,0.47015
2,0.8694833333333334,3,0.5554333333333333
2,0.9060833333333334,3,0.6021333333333333
2,0.88475,3,0.5877166666666667
2,0.9004833333333333,3,0.5859666666666666
2,0.85645,3,0.5569666666666667
1,0.9797833333333333,2,0.78025
2,0.9253666666666667,3,0.6353833333333333
2,0.8303833333333334,3,0.5458166666666666
2,0.9036833333333333,3,0.6385
2,0.8138,3,0.49856666666666666
1,0.9784833333333334,2,0.7464
2,0.8642,3,0.6092833333333333
2,0.8516833333333333,3,0.5297333333333333
2,0.8931666666666667,3,0.6122166666666666
2,0.84585,3,0.3974
2,0.8303166666666667,3,0.5683666666666667
2,0.87955,3,0.5717833333333333
2,0.8819833333333333,3,0.6448666666666667
2,0.80685,3,0.40513333333333335
2,0.87335,3,0.6265166666666667
2,0.8685,3,0.4288666666666667
2,0.8964833333333333,3,0.6668666666666667
1,0.97885,2,0.7762666666666667
2,0.87485,3,0.5849833333333333
2,0.8821166666666667,3,0.5524166666666667
2,0.84325,3,0.5575
2,0.9196333333333333,3,0.6726833333333333
2,0.88875,3,0.5380833333333334
2,0.8329166666666666,3,0.59145
2,0.8957666666666667,3,0.5688166666666666
2,0.8767833333333334,3,0.5815833333333333
2,0.8007166666666666,3,0.44893333333333335
2,0.8425333333333334,3,0.49775
2,0.8595666666666667,3,0.60665
2,0.8883666666666666,3,0.5633333333333334
2,0.8809833333333333,3,0.6058166666666667
